example_id,contract_id,category,label_id,clause_text,normalized_text_sha256,word_count,char_count,fold,split
cuad_00429,"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.PDF",License Grant,8,"Miltenyi hereby grants to Bellicum, subject to all the terms and conditions of this Agreement, a limited non-exclusive right and license under the Miltenyi Technology incorporated or embodied in the Miltenyi Products supplied hereunder), solely to use such Miltenyi Products for the Permitted Use.",ededcdcb849b0e897321977cae84751a7427facae2b1bc2bf1889e6a7581241d,44,297,9,test
cuad_00430,"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.PDF",License Grant,8,"Subject to the provisions of this Agreement, Miltenyi is willing to grant to Bellicum a non-exclusive sublicense to its rights obtained under the [...***...] License Agreement in the form of a separate agreement between Miltenyi and Bellicum, under such separate sublicense agreement Bellicum would agree to hold harmless and reimburse Miltenyi for the fees that are due to [...***...] based on Bellicum's use of the sublicense rights for Bellicum Products (""[...***...] Sublicense Agreement"").",3934ec917097f38efb77a1a34b5eab7e3c45fb773cc418b1b3bfe435c6433783,73,494,9,test
cuad_00431,"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.PDF",License Grant,8,"Within the scope of the [...***...] License Agreement, Miltenyi has got the right to grant non-exclusive sublicenses to third parties utilizing cytokines for applications that are covered by the claims of [...***...] to develop, manufacture, market and commercialize medicinal products on terms and conditions consistent with the terms and conditions contained in the [...***...] License Agreement.",0216e67fecf4af0a43968d1439f7911416045eeebee4e3394ec56edf300856c2,56,398,9,test
cuad_00432,"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.PDF",Minimum Commitment,6,"At the time Bellicum reaches the Minimum Purchase requirements again, Miltenyi and Bellicum shall in good faith agree to continue the supply commitment.",2a957790a0c38b278a45bdd9137a7cae87878cf593b78a808feb24d5be7ceadd,23,152,9,test
cuad_00433,"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.PDF",Minimum Commitment,6,Bellicum shall have [...***...] days to tender a firm Purchase Order for the purchase of such shortfall to satisfy the Minimum Purchase requirements set forth above.,a75d5dd7c4071ce31cb72ea7b8aee169aa6155d9cac5098752ee1bcb6e9a320b,26,165,9,test
cuad_00434,"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.PDF",Minimum Commitment,6,"Bellicum will order Miltenyi Product in a defined number of units, subject to reasonable minimum order size requirements that may vary according to product type.",a930f728519dd02c7360ef4e054ce616103c01ee77643dae3cd2e1c28618b719,25,161,9,test
cuad_00435,"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.PDF",Minimum Commitment,6,"For purposes hereof, each of the following events shall be deemed a ""Supply Failure"":

(i) if Miltenyi, using [...***...], fails to deliver to Bellicum at least [...***...]% (on a Miltenyi Product-by-Miltenyi Product basis) of an accepted Purchase Order of Miltenyi Product placed by Bellicum in accordance with the relevant binding Forecast within a reasonable period of time after the agreed Delivery Date therefor (whether by reason of Force Majeure or otherwise) more than twice during any Calendar Year; provided, however, that any of the foregoing events shall not be considered a Supply Failure to the extent that it results from:

(x) an act or omission of Bellicum, including any specific written instructions or requirements issued by Bellicum, including an Bellicum- Requested Change; or

(y) the failure or delay on the part of any supplier of materials designated and required by Bellicum or any other Subcontractor designated and required by Bellicum; or

(z) a Required Change or other change in any material requirement relating to the development, manufacturing, packaging and shipping of Miltenyi Product at Miltenyi's facility required by Applicable Laws, or the imposition of any other condition with respect to the Miltenyi Product by any governmental body or agency, or Regulatory Authority, based on Applicable Laws, or an event of Force Majeure, unless Miltenyi fails to use [...***...] to remedy the failure, inability, or delay within a reasonable period of time. In the event of the foregoing failures, inabilities, or delays, the Parties shall meet and discuss in good faith how to remedy the situation.

(ii) If Miltenyi fails to Deliver to Bellicum at least [...***...]% (on a Miltenyi Product-by-Miltenyi Product basis) of an accepted Purchase Order, then for that Miltenyi Product affected by such failed Delivery, the next step in the Discount scheme set forth in Exhibit F shall be applied to such Miltenyi Product during the following two (2) Calendar Quarters (and a repeated failure shall result in further step in the Discount scheme being applied in like manner).",d69942c6bfca12ee9eeec4afb079b78ee16ae948a87f34b67021b5513286287b,331,2102,9,test
cuad_00436,"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.PDF",Minimum Commitment,6,"If Bellicum fails to tender such firm Purchase Order and has not otherwise met the Minimum Purchase requirements within said [...***...]-day period, then Miltenyi, in its sole discretion, effective immediately upon Bellicum's receipt of written notice of Miltenyi's election to do so, shall have no obligation to Bellicum under this Agreement:

(1) not to discontinue the supply of any particular Miltenyi Product;

(2) to use [...***...] to ensure continuous supply of Miltenyi Products to Bellicum in accordance with Forecasts provided by or on behalf of Bellicum; and

(3) to provide Regulatory Work in accordance with Section 4.3.",5e8aa318788a660fb8964a11d36549e2ea00a73efee950b3ffa23bc8d80fedcf,97,634,9,test
cuad_00437,"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.PDF",Minimum Commitment,6,"In addition, the Parties shall from time to time discuss in good faith and mutually and reasonably agree upon (i) whether one or more Miltenyi Products require a minimum inventory to be held by Bellicum, and (ii) whether there shall be any type of Miltenyi Product that require a minimum inventory to be held by Miltenyi on behalf of Bellicum and under which terms and conditions such minimum inventory shall be reserved for Bellicum.",5525d3792e9ec194f8b3992c4b0b4753793960b3a31449fb1a1c61bdfbcd8139,74,434,9,test
cuad_00438,"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.PDF",Minimum Commitment,6,"In the event Bellicum's aggregate purchases of Miltenyi Products from Miltenyi under this Agreement in any Calendar Year during the Term is less than [...***...]% of the Rolling Monthly Forecast subject to Sections 5.1 and 5.3, at the beginning of that Calendar Year or €[...***...] ([...***...] Euros), whatever is higher, (the ""Minimum Purchase""), then Miltenyi shall provide written notice to Bellicum of such shortfall.",63d89bc9d1de2f619d142a9bd06f46a842e7695afd14d36b8a8fc9444c4be7d2,64,423,9,test
cuad_00439,"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.PDF",Minimum Commitment,6,"Miltenyi shall ensure that, at the time of Delivery the remaining shelf life of each shipped Miltenyi Product shall be no less than the minimum shelf life set forth in Exhibit B as such Exhibit B Module may be amended from time to time by written notification of Miltenyi to Bellicum. As of the Effective Date the Minimum Guaranteed Shelf Life of certain Miltenyi Products is relatively short and thus requires Bellicum to perform a tight materials management (i.e. short-termed<omitted>ordering of such Miltenyi Products) regarding production planning of Bellicum Product.",89b60383ff4bcba5ed249201b7798aa0f128565ec64a842ec12498567aad060a,90,573,9,test
cuad_00440,"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.PDF",Minimum Commitment,6,Minimum Purchases referred to above will include the quantities of Miltenyi Product(s) ordered by Bellicum in accordance with applicable Forecasts that could not be supplied by Miltenyi.,167870c3cf1e8303b4644c5bcf37b479e133ada45a2a2428b604806cfca88c67,27,186,9,test
cuad_00441,"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.PDF",Minimum Commitment,6,"Notwithstanding anything to the contrary in the foregoing, and for Calendar Year 2019 only, the €[...***...] amount recited as an element used to determine the Minimum Purchase in a Calendar Year is hereby reduced to €[...***...].",5ec43e783c93a6b5170bf540928a6d482e3d23eceb1f624f4cb858e1069a9373,36,230,9,test
cuad_00442,"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.PDF",Minimum Commitment,6,"Unless otherwise set forth in a relevant Module, the quantity of Miltenyi Product(s) forecasted for each Calendar Month of the Firm Zone of the most recent rolling Monthly Forecast submitted pursuant to Section 5.1(a) of this Agreement shall be binding on both Parties, commencing on the Effecctive Date of the Agreement (but not for the first three months thereto), and in each Calendar Month during the Term, Bellicum shall have the firm obligation to order at a minimum the amount of Miltenyi Product(s) specified for the first (1st) Calendar Month of the most recent rolling Monthly Forecast<omitted>(such amount, the ""Firm Zone Requirements"").",ce198901fd4ab5a205ac0397c6dfa894728991c479a5a933dd410b432d62e5f3,102,648,9,test
cuad_00443,"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.PDF",Minimum Commitment,6,"Upon Bellicum's request and subject to payment of the Firm Zone Shortfall amount by Bellicum, Miltenyi will, if so requested by Bellicum, provide Bellicum with Miltenyi's remaining stock of the relevant forecasted Miltenyi Products equal in value to such Firm Zone Shortfall amount.",527cb8025bbe4fa80548881ef86277adbb94996fb53aa8200b843f57ced3fcce,43,282,9,test
cuad_00444,"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER SUPPLY AGREEMENT.PDF",Anti-Assignment,1,"Neither Party may transfer or assign any of its rights or obligations under this Agreement without the prior written consent of the other Party, except that either Party may assign this Agreement to any entity controlled by it, its parents, subsidiaries, or affiliates, or to any purchaser of the business to which this Agreement relates subject to the other Parties consent which will not be unreasonably withheld or delayed.",e0607b6bba4e3c2666246e71bc215ff8df810a90bb5c84ba1e80423735f5428c,69,426,0,train
cuad_00445,"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER SUPPLY AGREEMENT.PDF",Audit Rights,0,"For routine visits and audits, PNC will provide [***] if facilities located in the US and with [***] if facilities are located [***], provided that such examination will be conducted during Supplier's normal business hours and in such a manner as to reasonably minimize disruption to Supplier's business, unless food safety is at issue, in which case such examination may be conducted at any time.",7c97e876fea530f35fb2967509be39f9679b184589e6bf50b7f9d7a91f23fde5,65,397,0,train
cuad_00446,"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER SUPPLY AGREEMENT.PDF",Audit Rights,0,"PNC or its contracted third-party auditors may enter and audit/inspect Supplier's facilities where the Ingredients are produced, stored, packaged or otherwise processed [***] unless food safety is at issue or PNC has a good faith reason to believe the Ingredients are being stored, packaged, or processed<omitted>in a way that is inconsistent with the Specifications, in which case an audit may be performed at any time during the Term.",81f9ddda8d1a1308a92c4aa004074722e3d5a7e92285718382f848f742e13e11,68,436,0,train
cuad_00447,"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER SUPPLY AGREEMENT.PDF",Cap On Liability,3,"Except for a Party's gross negligence or intentional acts or omissions and its obligations of indemnity under this Agreement, under no circumstances will either Party be liable to the other Party for [***].",116f8c8f816ade7f3370471e456d3e14fbf6bd832a16d075d0adb9c9f4f85458,33,206,0,train
cuad_00448,"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER SUPPLY AGREEMENT.PDF",Governing Law,4,This Agreement will be governed by the laws of the State of Delaware without regard to its conflicts of law principles.,15a3c01499b9a46c64bfea356639e7de895b927e6952680749a6b602909b59ed,21,119,0,train
cuad_00449,"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER SUPPLY AGREEMENT.PDF",Insurance,2,Failure to secure such insurance as of the date of execution of this Agreement shall constitute a breach of this Agreement.,6df9011e40bbec2da856c8e93fc6e050052318efd3f4599afc11516286f80dc3,21,123,0,train
cuad_00450,"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER SUPPLY AGREEMENT.PDF",Insurance,2,Said certificate of insurance shall require Supplier's insurance carrier to give Buyer no less than ten (10) days written notice of any cancellation or change in coverage.,05ba8e086beee01cf1cd7be0fb520bb8d7cb39ade8f89ea7e7cc5483c3110775,27,171,0,train
cuad_00451,"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER SUPPLY AGREEMENT.PDF",Insurance,2,"Supplier shall furnish Buyer with a certificate from its insurer verifying that it has the above insurance in effect during the duration of this Agreement and that insurer acknowledges (a) the contractual liability assumed by Supplier in this Agreement and (b) that Buyer is an additional insured on such policies and (c) Supplier's CGL policy is primary and Buyer's CGL policy is non-contributory and (d) a waiver of subrogation shall be provided in favor of Buyer on the CGL, Workers' Compensation and Auto policies.",07b2b1f5ed9b4b1b7615c108352233d296edc137a56d4b74c29763ca4e7df3e8,84,518,0,train
cuad_00452,"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER SUPPLY AGREEMENT.PDF",Insurance,2,Supplier shall have Buyer named as an additional insured on its insurance policies in subparts 7.5.1 and 7.5.2 above.,08b4a5a38b86bfc2df38ceca514019a42531e9d5e4ff58f3b68dd4a05bdf0454,19,117,0,train
cuad_00453,"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER SUPPLY AGREEMENT.PDF",Insurance,2,"Supplier shall maintain insurance with an insurance company with an equivalent of an A.M. Best rating of ""A"" or better, of the following kinds and in the following amounts during the term of this Agreement: 7.5 7.5.1 Comprehensive General Liability (CGL) Insurance with limits of not less than [***] each occurrence and [***] in the aggregate, including Contractual, Completed-Operations and<omitted>Product-Liability Coverage's with limits of not less than [***] for each occurrence, covering both bodily injury and property damage liability. 7.5.2 Umbrella/Excess Liability with limits of not less than [***]. 7.5.3 Workers' Compensation Coverage plus Occupational Disease Insurance if Occupational Disease coverage is required by the laws of the state where the Facility is located or work is to be performed. Employers Liability $500,000 each accident 7.5.4 Auto Liability $1,000,000 combined single limit.",2f2ccb12f233f24617ee8a41905823c3596bee235094fe2e8d507aaddee8782b,132,910,0,train
cuad_00454,"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER SUPPLY AGREEMENT.PDF",Insurance,2,Supplier shall provide to PNC a certificate evidencing such insurance within thirty (30) days of a request for same from PNC.,5e51adb46f23f1cc6af14a4c68081662436f9b939fb11768d5a6acf6fcf6eba5,21,125,0,train
cuad_00455,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",Anti-Assignment,1,Any purported assignment of this Agreement by a Party in contradiction to this Section 14.4 (Assignment) will be void and of no effect.,bde758eee7844f6dd498c4b6b743d96dc30fcccb4cf37c6b0129e327b11a7424,23,135,2,train
cuad_00456,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",Anti-Assignment,1,Each Party may only subcontract its activities under this Agreement (including under a Workflow Development Plan) with the other Party's consent; provided that such consent shall not be necessary if (a) such subcontracting of activities is [***]<omitted>of such subcontracting Party (e.g. [***]) or (b) [***] (e.g. [***]) in order for a Party to [***].,d2d6d1c3539d38f18b2a1a6ffadd2bcc6dd12e1a1a675572f991b63f4106f25b,54,352,2,train
cuad_00457,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",Anti-Assignment,1,"Except as permitted under Sections 9.2.1 and 9.2.2, BLI may not sublicense, assign or otherwise transfer the rights granted to it in this Section 9.2 (Grants to BLI) without first obtaining the prior written consent of Ginkgo[***].",ca619eb76efb8485b7ec290dc42c129cfca9f6599cb5d96a131bec074924da3d,37,231,2,train
cuad_00458,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",Anti-Assignment,1,"Neither Party may assign or otherwise transfer this Agreement or any rights hereunder, without the prior written consent of the other Party; provided that either Party may assign or otherwise transfer this Agreement or any rights hereunder (a) to a wholly-owned subsidiary of such Party or (b) in connection with the transfer or sale of all or substantially all of the business or assets of such Party related to the subject matter of this Agreement, whether by merger, consolidation, divestiture, restructure, sale of stock sale of assets or otherwise its successor, whether in a merger, sale of stock or sale of assets or any other transaction, in each case (a)-(b), without first obtaining the prior written consent of the other Party, so long as the non-assigning Party is notified in writing of such assignment within [***] ([***]) days following such assignment; provided further that, in no event may BLI assign this Agreement, in whole or in part, to any Person [***] without first obtaining Ginkgo's prior written consent.",1399c268dc697cc3148699e980185d636cb1d79f662523e17faa2ed664656e57,168,1031,2,train
cuad_00459,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",Audit Rights,0,"At the request of the other Party, each Party will, and will cause its Affiliates to, permit an independent public accounting firm of nationally recognized standing designated by the other Party and reasonably acceptable to the audited Party, at reasonable times during normal business hours and upon reasonable notice, to audit the books and records maintained pursuant to Section 7.7 (Financial and Other Records) solely to confirm the accuracy of all financial reports, invoices and payments made hereunder or Budget spending under an approved Workflow Development Plan.",5e23554b58c4fb4d77260bad17f3d6e1ffb243fc36339eea1e788e72bad13196,87,573,2,train
cuad_00460,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",Audit Rights,0,"Each Party shall have the right, during normal business hours and upon reasonable notice, to inspect all such records of the other Party, its Affiliates or Permitted Subcontractors.",edc12f9948b4204f26f89abc41e70a7f1fa6af7a20c4fc25f701ba5a0e3c9734,28,181,2,train
cuad_00461,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",Audit Rights,0,"Such examinations may not (a) be conducted more than once in any [***] month period (unless a previous audit during such [***] month period revealed an overpayment (or an underpayment of a Milestone Payment, FOU License Fees, or royalty for Licensed Products) of at least [***] percent ([***]%) of the amount actually due with respect to such period) or (b) [***].",00a5223eca0cac3b5d092ea2e16acc72c7d5ed8edb9a654a237b56dc89b5994e,61,364,2,train
cuad_00462,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",Audit Rights,0,The accounting firm will execute a reasonable written confidentiality agreement with the audited Party and will disclose to the auditing Party only such information as is reasonably necessary to provide the auditing Party with information regarding any actual or potential discrepancies between the amounts actually paid and the amounts payable under this Agreement.,872fa5cf4785ce9c337431c58aba47697bdafa8bc60cb08bc4671d8ca5ac156f,53,366,2,train
cuad_00463,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",Governing Law,4,"This Agreement will be construed and interpreted in accordance with the laws of the State of Delaware, without regard to any choice of law provision.",a4bdaca9a14d0e0c47f51f3a1c3553152a846c7e9680f36ee6cb8c06f0562ca6,25,149,2,train
cuad_00464,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",Insurance,2,Each Party will obtain and carry in full force and effect the minimum insurance requirements set forth below.,eca32e6e700010a10c6b394b1320b8406d98cc6bd314f1456ad3d0963a9d2c6a,18,109,2,train
cuad_00465,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",Insurance,2,"Such insurance (i) will be primary insurance with respect to each Party's own participation under this Agreement and (ii) will be issued by a recognized insurer rated by A.M. Best ""A-VII"" (or its equivalent) or better, or an insurer pre-approved in writing by the other Party.",0945c1df64940776f53a3a8de3208bc91b559aea6637f986cde196c6e8c68e60,46,276,2,train
cuad_00466,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",Insurance,2,"The types of insurance, and minimum limits will be: (i) any insurance policy that is required by any Applicable Law, including [***] and [***] policies where applicable; and (ii) [***] insurance with a minimum limit of [***] Dollars ($[***]) per occurrence and [***] Dollars ($[***]) in the aggregate. For clarity, [***].",610cf4ae35e0aeb22d3e54cba2dd2f14d8afe3bef054a2f0dbb96855f943f275,51,321,2,train
cuad_00467,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",Insurance,2,"Upon request by a Party, the other Party will provide Certificates of Insurance evidencing compliance with this Section 12.4 (Insurance). The insurance policies will be under an occurrence form, but if only a claims-made form is available to a Party, then such Party will continue to maintain such insurance after Expiration or the termination of this Agreement for a period of [***] ([***]) years following the end of the Term.",d6f192da5470e47fd0dd7f907a848c2c4dce7a64125bf711f785b41a226a5a43,70,428,2,train
cuad_00468,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",Ip Ownership Assignment,9,"In no event shall Ginkgo, and Ginkgo shall cause its Affiliates to not, file any patent applications covering (or support existing patent applications covering) the [***] and, in the event Ginkgo (or its Affiliates) do file one or more of such patent applications, Ginkgo will and hereby does assign, and shall cause its employees, agents and contractors to assign, to BLI all rights, title and interests in, to and under such patent applications.",054cfc8a176f00e755d1351e5a5f39a8d9eb2cc530c4f2e78b27d72e2d3b53ee,73,447,2,train
cuad_00469,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",Ip Ownership Assignment,9,"Other than as permitted under Section 8.5.2 (Use of Collaboration Data), in no event shall BLI, and BLI shall cause its Affiliates to not, file any patent applications covering (or support existing patent applications covering) [***] and, in the event that BLI (or its Affiliates) do file one or more of such patent applications, BLI will and hereby does assign, and shall cause its employees, agents and contractors to assign, to Ginkgo all rights, title and interests in, to and under such patent applications.",c5c95d4cf883474cdb480fa225ad223185904b27564e81d4ddb6e95ffd17e46a,84,512,2,train
cuad_00470,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",License Grant,8,"For clarity and without limiting Section 8.8.1 (Non-Exclusive Manufacturing License; Covenant), the licenses granted to Ginkgo in Section 9.1.1 (Scope of Grants) and Section 9.1.2 (License Grant to Exploit [***]) do not include the right to make, have made, offer to sell or sell Consumables, [***], to or for Third Parties or any Ginkgo Affiliate or Ginkgo Subcontractor that are [***] on the Beacon Platform [***].",c266d802ad00f249798ca56abb141788c911bf142edb52cc7f5921fccde531fc,66,416,2,train
cuad_00471,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",License Grant,8,"In the event that termination is the result of Ginkgo exercising the Buy-Down Election (including payment of the Buy-Down Amount), then, as of the effective date of termination: (a) any and all existing Headstart Periods shall immediately be deemed to have accelerated to conclusion, (b) the restrictions on BLI set forth in Section 6.2.1 (Restrictions on BLI) shall terminate; (c) the licenses granted to Ginkgo from BLI in Section 9.1.1 (Scope of Grants) and 9.1.2 (License Grant to Exploit [***]) shall survive and become perpetual and irrevocable; (d) the licenses granted to BLI from Ginkgo pursuant to Section 9.2 (Grants to BLI) shall survive; (e) any Licensed Products arising from Collaboration Workflows or Ginkgo Workflows developed and used by Ginkgo to good effect prior to the effective date of termination shall be [***] on any sale or transfer of such Licensed Product, (f) (i) for any Licensed Products arising from Workflows other than those set forth in subclause (e) of this Section 13.3.2 (Effects of Termination Based on Ginkgo's Buy-Down Election), Ginkgo shall pay [***] and (ii) Ginkgo shall pay [***] for as long as one or more Beacon Optofluidic Machines are in operation at Ginkgo, (g) the pricing terms for Beacon Optofluidic Machines, Consumables, and services (including Services) shall be consistent with then-current BLI List Prices, and (h) Ginkgo shall pay BLI for any amounts due for work performed by BLI under and in accordance with this Agreement prior to the effective date of termination to the extent that BLI cannot reasonably cancel or reallocate such work.",3ec58a77c70b1da8e1171dff6d9da011e9c6f9072a143092e1ecb3212b0516f8,258,1601,2,train
cuad_00472,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",License Grant,8,"Subject to the terms and conditions of this Agreement, during the Term BLI, on behalf of itself and its Affiliates, hereby grants and shall grant to Ginkgo a [***] license within the Licensed Field in, to and under any Intellectual Property Controlled by BLI that is necessary to make, have made, sell, have sold, import or use any [***] to make, have made, sell, have sold, import or use such [***].",225268b7842967963e6e1af77d765df4cb1ba28bd4b8a558c187f4583b2ac3a4,71,400,2,train
cuad_00473,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",License Grant,8,"Subject to the terms and conditions of this Agreement, during the Term, Ginkgo hereby grants and shall grant to BLI:

9.2.1 a [***] and this Section 9.2 (Grants to BLI)), [***] license in, to and under any Intellectual Property (a) Controlled by Ginkgo, (b) used by Ginkgo in the conduct of a Workflow Development Plan and (c) necessary for BLI to perform its obligations under this Agreement ((a)-(c) collectively, ""Ginkgo Licensed IP""), solely to perform BLI's obligations under such Workflow Development Plan; and<omitted>9.2.2 after any applicable Headstart Period, with respect to any [***], a [***] license in, to and under any Ginkgo Licensed IP [***] necessary for the performance of, such [***], to make, have made, offer to sell, sell, have sold, import, use, commercialize or perform such [***] to or for Third Parties and to license such Third Parties to do the same.",e9fb17ca9340768f1d9a57ffe9f97708923ef1fd6c30859260c503e1c078b51c,144,879,2,train
cuad_00474,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",Minimum Commitment,6,"If BLI has Substantially Completed at least [***] ([***]) [***] Workflows within the first [***] ([***]) Contract Years, then the Minimum Cumulative Purchase Commitment as of the Contract Year (which may include a portion of a full Contract Year) that is the last Contract Year during the Term pursuant to the terms of this Agreement shall change from $109 million (as currently reflected in Table 7.2.2) to $150 million.",da860ff6acf86db148aee96d7b37dcfc8bb8057d1c7d5190b1a7f4133e354b8e,69,421,2,train
cuad_00475,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",Minimum Commitment,6,"In the event that Ginkgo has the right to terminate this Agreement under Section 13.2.1 (Material Breach) due to a material breach of BLI to perform its supply-related obligations under this Agreement (for clarity, this shall not include (a) [***] or (b) [***], Ginkgo may elect by written notice to BLI to, instead of terminating this Agreement, keep this Agreement and, without limiting any other right or remedy under Applicable Law or this Agreement, to decrease the amount of the Minimum Cumulative Purchase Commitment for the current and future Contract Years, as well as the Full Purchase Target, in each case in amounts reasonably mutually agreed upon by the Parties in good faith in accordance with this Section 13.4 (Rights in Lieu of Termination for BLI's Material Breach of Supply Obligations).",6c9279d5da45721d492f2d2298a2acd3352cd716825f159845c4e85e64a09d7b,131,806,2,train
cuad_00476,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",Minimum Commitment,6,"Minimum Cumulative Purchase Commitment Contract Year 1 $ [***] $ [***] $ [***] $ [***] Contract Year 2 $ [***] $ [***] $ [***] $ [***] Contract Year 3 $ [***] $ [***] $ [***] $ [***] Contract Year 4 $ [***] $ [***] $ [***] $ [***] Contract Year 5 $ [***] $ [***] $ [***] $ [***] Contract Year 6 $ [***] $ [***] $ [***] $ [***] Contract Year 7 [***] $ [***] $ [***] $ 109,000,000 Total $ [***] $ [***] $150,000,000 N/A",7588c6311ca43e9976c11943157d3dfd4373cbf6491ee894b592aa531fa6a19a,87,417,2,train
cuad_00477,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",Minimum Commitment,6,"Subject to Ginkgo's obligation to satisfy the Minimum Cumulative Purchase Commitment for a Contract Year, with respect to the second [***] Contract Years), Ginkgo's Production Purchase Targets for the [***] Contract Years as set forth in Table 7.2.2 are [***], and the Parties expressly acknowledge and agree that [***].",5814d944fa6f0286c378b75681bc2680db491c1c4e0af9f285733140cf0a86c8,49,320,2,train
cuad_00478,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",Minimum Commitment,6,"Subject to Section 7.2.2(a) (Minimum Cumulative Purchase Commitments), unless the Parties otherwise mutually agree in writing, the Development Purchase Commitment for the [***] Contract Years shall constitute a binding obligation on Ginkgo, and, subject to Ginkgo exercising its Buy-Down Option pursuant to Section 7.3 (Buy-Down Election), the Development Purchase Commitment for the [***] Contract Years shall also constitute binding obligations on Ginkgo.",d8a8304eecd2e2ce190ea29d78a2c0ff2251330950aee38d04829eaf38a144b9,62,457,2,train
cuad_00479,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",Minimum Commitment,6,"Subject to the terms of this Agreement (including the remainder of this Section 7.2.2 (Contract Year Purchase Targets and Commitments)), for each Contract Year, Ginkgo shall [***] make Development Purchases and Production Purchases from BLI in the amounts set forth in the<omitted>""Development Purchase Commitment"" and ""Production Purchase Target"" columns respectively in Table 7.2.2 with respect to such Contract Year:",a415a7303df2a315709664a32b2c4ae8366f16e1117e69c62ee79e37dcc39dd7,59,419,2,train
